,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2002-02-13 00:00:00-05:00,1.620127975736628,1.6933494146226733,1.6032954130765305,1.6916661262512207,76216000,0.0,0.0
1,2002-02-14 00:00:00-05:00,1.7127074631238086,1.716073880742533,1.670626199462424,1.6832505464553833,11021600,0.0,0.0
2,2002-02-15 00:00:00-05:00,1.6832501767652153,1.6874582379962297,1.6580014883246355,1.67483389377594,8389600,0.0,0.0
3,2002-02-19 00:00:00-05:00,1.6664176722436537,1.6664176722436537,1.5780470989152977,1.6075040102005005,7410400,0.0,0.0
4,2002-02-20 00:00:00-05:00,1.615920080342716,1.662209391593933,1.6032955767949013,1.662209391593933,6892800,0.0,0.0
5,2002-02-21 00:00:00-05:00,1.656318729686527,1.6706263671889383,1.6411694475631153,1.6580020189285278,6976800,0.0,0.0
6,2002-02-22 00:00:00-05:00,1.670626067778491,1.670626067778491,1.615920461436213,1.628544807434082,3525600,0.0,0.0
7,2002-02-25 00:00:00-05:00,1.6243366216788975,1.6537935366890895,1.6058209245000234,1.6411691904067993,3453600,0.0,0.0
8,2002-02-26 00:00:00-05:00,1.6327529060428485,1.6580017591347012,1.6066625689891458,1.6411691904067993,2761600,0.0,0.0
9,2002-02-27 00:00:00-05:00,1.628544544543802,1.6293861888780987,1.5990876349523884,1.6117119789123535,4091200,0.0,0.0
10,2002-02-28 00:00:00-05:00,1.6159202935001657,1.636960921485703,1.6075040102005005,1.6075040102005005,2751200,0.0,0.0
11,2002-03-01 00:00:00-05:00,1.6032959020275483,1.645377160983938,1.5974045514580157,1.630228042602539,1913600,0.0,0.0
12,2002-03-04 00:00:00-05:00,1.6369613849854108,1.6672597887049367,1.6344364511224097,1.6580020189285278,3180800,0.0,0.0
13,2002-03-05 00:00:00-05:00,1.649585426531279,1.6537934883265604,1.6125538727291868,1.6201285123825073,3444800,0.0,0.0
14,2002-03-06 00:00:00-05:00,1.619286878789586,1.6352778026680965,1.615920461436213,1.628544807434082,1316800,0.0,0.0
15,2002-03-07 00:00:00-05:00,1.628544397774721,1.733747522171961,1.628544397774721,1.7185982465744019,2700800,0.0,0.0
16,2002-03-08 00:00:00-05:00,1.7084988310554925,1.7674126502755754,1.7084988310554925,1.7589963674545288,1600800,0.0,0.0
17,2002-03-11 00:00:00-05:00,1.750580316658775,1.8010778597508532,1.7463722549541285,1.781720519065857,5462400,0.0,0.0
18,2002-03-12 00:00:00-05:00,1.7674126866210116,1.8431589125136056,1.7674126866210116,1.784245252609253,5819200,0.0,0.0
19,2002-03-13 00:00:00-05:00,1.7842448136032443,1.8094934958460271,1.7379553487885335,1.769095540046692,5063200,0.0,0.0
20,2002-03-14 00:00:00-05:00,1.7690961898330595,1.7842454689539191,1.7539469107121997,1.7674129009246826,1696800,0.0,0.0
21,2002-03-15 00:00:00-05:00,1.7674125169025294,1.7758287990884638,1.6748337339117128,1.7127069234848022,1708000,0.0,0.0
22,2002-03-18 00:00:00-05:00,1.716915154027078,1.716915154027078,1.6032957346040349,1.6243363618850708,2207200,0.0,0.0
23,2002-03-19 00:00:00-05:00,1.6369612015888646,1.6411692636951196,1.5654230220915701,1.5738393068313599,3229600,0.0,0.0
24,2002-03-20 00:00:00-05:00,1.561214504434068,1.561214504434068,1.4307626774643907,1.516608476638794,9236000,0.0,0.0
25,2002-03-21 00:00:00-05:00,1.5166086734752753,1.6201285362243654,1.5166086734752753,1.578047275543213,4427200,0.0,0.0
26,2002-03-22 00:00:00-05:00,1.5780470460776905,1.6487435665841508,1.5578480631511658,1.6243363618850708,2494400,0.0,0.0
27,2002-03-25 00:00:00-05:00,1.6411694349498822,1.667259775891186,1.6142374493940463,1.6596851348876953,7571200,0.0,0.0
28,2002-03-26 00:00:00-05:00,1.6832508390711307,1.6916671253719482,1.6647351376311796,1.6815675497055054,1816800,0.0,0.0
29,2002-03-27 00:00:00-05:00,1.6815672412739924,1.7674130568474138,1.67483424557376,1.7337480783462524,1369600,0.0,0.0
30,2002-03-28 00:00:00-05:00,1.7253313469289517,1.7337476295072236,1.6916663771431029,1.7000826597213745,1714400,0.0,0.0
31,2002-04-01 00:00:00-05:00,1.6874584412552247,1.6874584412552247,1.5990878605414707,1.603295922279358,1880000,0.0,0.0
32,2002-04-02 00:00:00-05:00,1.599087800765559,1.599087800765559,1.5443821975816627,1.5687892436981201,2098400,0.0,0.0
